"Brand","Model","Year","Age","KmDriven","Transmission","Owner","FuelType","PostedDate","IDR_Price"
Maruti Suzuki,Celerio,"2015",9,"114,000 km",Automatic,second,Petrol,Nov-24,75445000
Hyundai,Santro Xing,"2010",14,"100,000 km",Manual,second,Petrol,Nov-24,24066000
Tata,Indigo Ecs,"2014",10,"114,109 km",Manual,second,Diesel,Nov-24,34380000
Honda,Amaze,"2016",8,"64,000 km",Manual,second,Petrol,Nov-24,79265000
Hyundai,Creta,"2017",7,"66,000 km",Manual,second,Petrol,Nov-24,128925000
Toyota,Innova,"2011",13,"150,000 km",Manual,second,Diesel,Nov-24,76400000
BMW,"5 Series","2018",6,"50,000 km",Automatic,first,Diesel,Nov-24,744899968
Maruti Suzuki,Ritz,"2014",10,"54000.0 km",Manual,second,Petrol,Nov-24,73535000
Maruti Suzuki,Vitara-Brezza,"2020",4,"64,000 km",Manual,first,Diesel,Nov-24,167124992
Toyota,Innova Crysta,"2016",8,"185,865 km",Automatic,first,Diesel,Aug-24,284590016
Maruti Suzuki,Swift,"2012",12,"82,000 km",Manual,second,Diesel,Nov-24,42975000
Kia,Sonet,"2024",0,"800 km",Manual,first,Petrol,Nov-24,32470000
Renault,KWID,"2017",7,"62,000 km",Automatic,first,Petrol,Nov-24,76399808
Toyota,Innova,"2010",14,"220,734 km",Manual,second,Diesel,Oct-24,110016000
Maruti Suzuki,Swift-Dzire,"2014",10,"70,000 km",Manual,second,Diesel,Nov-24,85950000
Land Rover,Range Rover Evoque,"2013",11,"80,500 km",Automatic,second,Diesel,Oct-24,303689984
Hyundai,i20 Active,"2016",8,"50000.0 km",Manual,first,Petrol,Nov-24,103140000
Hyundai,i20,"2017",7,"30,000 km",Manual,second,Petrol,Nov-24,95500000
Toyota,Innova Crysta,"2017",7,"161,000 km",Automatic,first,Diesel,Nov-24,315150016
Maruti Suzuki,Alto-K10,"2018",6,"72,000 km",Automatic,first,Petrol,Nov-24,70670000
Mercedes-Benz,GLE Class,"2017",7,"49,000 km",Automatic,first,Petrol,Nov-24,935900032
Maruti Suzuki,Swift-Dzire,"2015",9,"72,000 km",Manual,second,Diesel,Nov-24,123195000
Mercedes-Benz,E-Class,"2009",15,"100,000 km",Automatic,second,Diesel,Nov-24,119375000
Hyundai,Fluidic Verna,"2013",11,"90,000 km",Manual,second,Petrol,Nov-24,89770000
Hyundai,Xcent,"2015",9,"56,000 km",Manual,first,Petrol,Nov-24,69715000
Hyundai,i10,"2012",12,"51,000 km",Manual,second,Petrol,Nov-24,31515000
Mahindra,XUV500,"2015",9,"55,000 km",Manual,first,Diesel,Nov-24,150890000
Audi,Q5,"2019",5,"24,000 km",Automatic,second,Diesel,Nov-24,663724992
BMW,"3 Series","2013",11,"57,000 km",Automatic,first,Diesel,Nov-24,229200000
Maruti Suzuki,Brezza,"2017",7,"67,000 km",Manual,second,Diesel,Nov-24,133700000
Toyota,Etios,"2013",11,"70,000 km",Manual,second,Petrol,Nov-24,49660000
Maruti Suzuki,Wagon-R-1-0,"2009",15,"80,000 km",Manual,second,Petrol,Nov-24,21010000
Maruti Suzuki,Swift,"2011",13,"28082.0 km",Manual,first,Petrol,Nov-24,48705000
Porsche,Cayenne,"2018",6,"70,000 km",Automatic,first,Diesel,Nov-24,888150016
Tata,Hexa,"2018",6,"88,000 km",Manual,first,Diesel,Nov-24,152799808
Maruti Suzuki,Eeco,"2018",6,"68,321 km",Manual,first,Petrol,Nov-24,64004292
Ford,Ecosport,"2017",7,"55,000 km",Manual,second,Petrol,Nov-24,124150000
Hyundai,Creta,"2019",5,"51000.0 km",Manual,first,Diesel,Nov-24,171708992
BMW,X5,"2019",5,"17,500 km",Automatic,first,Diesel,Oct-24,859500032
Maruti Suzuki,Swift-Dzire,"2015",9,"84,000 km",Manual,second,Petrol,Nov-24,81175000
Nissan,Sunny,"2011",13,"70,000 km",Manual,second,Petrol,Nov-24,33425000
Toyota,Innova Crysta,"2019",5,"39,000 km",Automatic,second,Diesel,Nov-24,487049984
BMW,"7 Series","2016",8,"74000.0 km",Automatic,second,Diesel,Nov-24,1050499968
Maruti Suzuki,Swift,"2016",8,"61,000 km",Manual,first,Petrol,Nov-24,68569000
Audi,Q7,"2014",10,"45,000 km",Automatic,second,Diesel,Nov-24,229200000
Maruti Suzuki,Baleno,"2017",7,"80,160 km",Manual,second,Diesel,Nov-24,89579000
Mercedes-Benz,E-Class,"2014",10,"78,000 km",Automatic,second,Petrol,Nov-24,238750000
Ford,Ecosport,"2018",6,"75,000 km",Manual,first,Diesel,Aug-24,117465000
Land Rover,Range Rover Evoque,"2021",3,"41,788 km",Automatic,second,Diesel,Oct-24,952707968
Maruti Suzuki,maruti-suzuki-dzire,"2020",4,"78,000 km",Manual,first,Petrol,Nov-24,116510000
Tata,Sumo Gold,"2013",11,"100,000 km",Automatic,second,Diesel,Nov-24,70670000
Hyundai,Eon,"2017",7,"32,500 km",Manual,second,Petrol,Nov-24,44885000
Maruti Suzuki,Vitara-Brezza,"2018",6,"92,000 km",Manual,first,Diesel,Nov-24,152418000
Audi,A6,"2016",8,"52,000 km",Automatic,second,Diesel,Nov-24,315150016
Honda,Amaze,"2014",10,"80,000 km",Manual,first,Diesel,Nov-24,74490000
Hyundai,Creta,"2016",8,"78,800 km",Automatic,second,Diesel,Oct-24,152799808
Maruti Suzuki,Brezza,"2019",5,"84,000 km",Automatic,second,Diesel,Nov-24,165215008
Toyota,Etios Liva,"2012",12,"93,000 km",Manual,second,Diesel,Nov-24,84040000
Toyota,Etios,"2012",12,"171,985 km",Manual,second,Diesel,Oct-24,76400000
Maruti Suzuki,Wagon R,"2017",7,"74000.0 km",Automatic,first,Petrol,Nov-24,85759000
Toyota,Innova Crysta,"2017",7,"69,000 km",Automatic,first,Diesel,Nov-24,346664992
Volkswagen,VentoTest,"2012",12,"70,000 km",Manual,second,Petrol,Nov-24,47750000
Mahindra,Thar,"2021",3,"16,700 km",Automatic,first,Diesel,Oct-24,334249984
Maruti Suzuki,Dzire,"2018",6,"25000.0 km",Automatic,second,Petrol,Nov-24,120330000
Renault,Pulse,"2012",12,"88,300 km",Manual,first,Diesel,Sep-24,71625000
Land Rover,Range Rover Velar,"2018",6,"51,000 km",Automatic,first,Petrol,Nov-24,952516992
Toyota,Innova Crysta,"2018",6,"70,000 km",Manual,second,Diesel,Nov-24,353350016
Maruti Suzuki,Ritz,"2015",9,"82,000 km",Manual,second,Petrol,Nov-24,62075000
Maruti Suzuki,Ciaz,"2016",8,"230 km",Manual,first,Diesel,Nov-24,87860000
Chevrolet,OptraSRV,"2006",18,"117,000 km",Automatic,second,Petrol,Nov-24,27695000
Skoda,Rapid,"2012",12,"96,000 km",Manual,first,Diesel,Nov-24,64940000
Hyundai,Creta,"2019",5,"68000.0 km",Automatic,second,Petrol,Nov-24,224424992
Honda,CRV,"2013",11,"57,000 km",Automatic,second,Petrol,Nov-24,136564992
Ford,Endeavour,"2021",3,"23,000 km",Automatic,second,Diesel,Nov-24,601649984
Tata,Indica V2,"2007",17,"54,000 km",Manual,second,Petrol,Nov-24,9550000.0
Mahindra,Thar,"2020",4,"40,000 km",Manual,first,Diesel,Nov-24,228244992
Kia,Seltos,"2020",4,"50,000 km",Manual,first,Diesel,Nov-24,228244992
Hyundai,Venue,"2021",3,"40,000 km",Manual,first,Petrol,Nov-24,146115008
Toyota,Innova,"2014",10,"195,000 km",Manual,second,Diesel,Nov-24,194820000
Mahindra,Scorpio Classic,"2023",1,"28,000 km",Manual,first,Diesel,Nov-24,334249984
BMW,X6,"2015",9,"87,000 km",Automatic,second,Diesel,Nov-24,859500032
Skoda,Rapid,"2018",6,"135,000 km",Manual,first,Diesel,Nov-24,124150000
Mercedes-Benz,E-Class,"2014",10,"78,000 km",Automatic,second,Petrol,Nov-24,238750000
Toyota,Innova Crysta,"2018",6,"52,000 km",Automatic,first,Diesel,Nov-24,419244992
Maruti Suzuki,Swift,"2014",10,"96,000 km",Manual,second,Petrol,Nov-24,72580000
Maruti Suzuki,Swift,"2020",4,"20,000 km",Manual,first,Petrol,Nov-24,104859000
Maruti Suzuki,Celerio,"2015",9,"83,000 km",Automatic,second,Petrol,Nov-24,62075000
Mercedes-Benz,S-Class,"2011",13,"42,000 km",Automatic,second,Petrol,Nov-24,573000000
Honda,City,"2011",13,"77,000 km",Automatic,second,Petrol,Nov-24,80219808
Hyundai,Elite i20,"2017",7,"98,000 km",Manual,first,Diesel,Sep-24,112690000
Volkswagen,Vento,"2016",8,"80000.0 km",Automatic,first,Diesel,Nov-24,111353000
Hyundai,Venue,"2022",2,"32,000 km",Manual,first,Petrol,Nov-24,186224992
Hyundai,Santa Fe,"2015",9,"90,000 km",Automatic,second,Diesel,Nov-24,119375000
Toyota,Fortuner,"2014",10,"215,000 km",Automatic,second,Diesel,Nov-24,205324992
Maruti Suzuki,Ertiga,"2016",8,"100,000 km",Manual,second,Diesel,Nov-24,151844992
Mahindra,XUV500,"2012",12,"100,000 km",Manual,second,Diesel,Nov-24,81175000
Toyota,Innova Crysta,"2021",3,"111,000 km",Automatic,first,Diesel,Nov-24,463175008
Honda,Jazz,"2017",7,"64,100 km",Automatic,first,Petrol,Nov-24,93781000
BMW,"5 Series","2018",6,"20,000 km",Automatic,first,Diesel,Oct-24,800289984
Maruti Suzuki,Wagon-R,"2015",9,"105,000 km",Manual,first,Petrol,Nov-24,56345000
BMW,"3 Series","2013",11,"57,000 km",Automatic,first,Diesel,Nov-24,229200000
Mini,Cooper 5 DOOR,"2014",10,"24,000 km",Automatic,first,Diesel,Nov-24,323744992
Audi,A4,"2013",11,"42,000 km",Automatic,first,Diesel,Oct-24,150890000
Maruti Suzuki,Omni,"2019",5,"27,000 km",Manual,second,Petrol,Nov-24,72580000
Renault,KWID,"2017",7,"65,663 km",Automatic,second,Petrol,Nov-24,62075000
Maruti Suzuki,Ciaz,"2016",8,"49,000 km",Automatic,first,Petrol,Nov-24,119375000
Renault,Duster,"2015",9,"52,000 km",Manual,first,Diesel,Nov-24,81175000
Maruti Suzuki,Ertiga,"2017",7,"133,000 km",Manual,second,Diesel,Nov-24,147070000
Maruti Suzuki,Ertiga,"2016",8,"65000.0 km",Manual,first,Diesel,Nov-24,126060000
Jeep,Compass,"2020",4,"48,000 km",Automatic,first,Diesel,Nov-24,332340000
Nissan,Magnite,"2021",3,"62,000 km",Manual,first,Petrol,Nov-24,103140000
Hyundai,Creta,"2018",6,"80,000 km",Manual,first,Diesel,Nov-24,171900000
Honda,WRV,"2023",1,"10,000 km",Manual,first,Petrol,Nov-24,177630000
Hyundai,Elite i20,"2019",5,"61,000 km",Manual,first,Petrol,Nov-24,138475008
Maruti Suzuki,Baleno,"2022",2,"27,000 km",Manual,first,Petrol,Nov-24,183360000
Skoda,Superb,"2016",8,"80,000 km",Automatic,first,Diesel,Nov-24,310375008
Ford,Figo,"2012",12,"108,000 km",Manual,second,Diesel,Nov-24,32470000
Hyundai,Venue,"2019",5,"65,000 km",Manual,first,Diesel,Nov-24,162350000
Tata,Indigo Ecs,"2015",9,"80,000 km",Manual,second,Diesel,Nov-24,22920000
Maruti Suzuki,Wagon-R,"2014",10,"77,000 km",Manual,second,Petrol,Nov-24,47749808
Mahindra,KUV 100,"2017",7,"66,000 km",Manual,first,Petrol,Nov-24,65895000
Maruti Suzuki,Wagon-R,"2006",18,"90,000 km",Manual,second,Petrol,Nov-24,19100000
Hyundai,i20,"2016",8,"73,000 km",Manual,first,Petrol,Nov-24,127015000
Honda,Amaze,"2022",2,"25,000 km",Manual,first,Petrol,Nov-24,146115008
Maruti Suzuki,Baleno,"2020",4,"31,000 km",Manual,first,Petrol,Nov-24,131790000
Maruti Suzuki,Wagon-R,"2018",6,"48,231 km",Automatic,first,Petrol,Nov-24,73554288
Maruti Suzuki,Alto-K10,"2015",9,"76,000 km",Automatic,first,Petrol,Nov-24,53480000
Honda,City,"2011",13,"75,464 km",Automatic,second,Petrol,Nov-24,71625000
BMW,"3 Series","2016",8,"85,000 km",Automatic,second,Diesel,Nov-24,315150016
Chevrolet,Beat,"2010",14,"85,000 km",Manual,second,Petrol,Nov-24,34380000
Mercedes-Benz,GL-Class,"2011",13,"94,990 km",Automatic,second,Diesel,Nov-24,284590016
Maruti Suzuki,Baleno,"2018",6,"54,000 km",Manual,first,Diesel,Nov-24,145160000
Hyundai,Creta,"2018",6,"760,000 km",Manual,second,Petrol,Nov-24,169035008
BMW,"5 Series","2016",8,"47,000 km",Automatic,second,Diesel,Nov-24,477500000
Volkswagen,Polo,"2013",11,"85,000 km",Manual,second,Diesel,Nov-24,79265000
Hyundai,Alcazar,"2021",3,"23,000 km",Automatic,second,Petrol,Nov-24,305599808
Hyundai,Creta,"2022",2,"16,000 km",Manual,first,Petrol,Nov-24,209718000
Volkswagen,Polo,"2018",6,"88000.0 km",Manual,second,Petrol,Nov-24,124150000
Toyota,Etios Liva,"2019",5,"130,000 km",Manual,first,Diesel,Nov-24,146115008
Mahindra,KUV100 NXT,"2017",7,"48,000 km",Automatic,second,Petrol,Nov-24,57300000
Maruti Suzuki,Swift-Dzire,"2020",4,"34,000 km",Manual,second,Petrol,Nov-24,101230000
Hyundai,i20,"2011",13,"78,000 km",Manual,second,Petrol,Oct-24,59210000
Toyota,Innova Crysta,"2018",6,"72,000 km",Automatic,second,Diesel,Nov-24,353350016
Honda,City,"2014",10,"133,000 km",Manual,second,Diesel,Nov-24,130835000
MG,Gloster,"2022",2,"39,000 km",Automatic,first,Diesel,Nov-24,628390016
Maruti Suzuki,Wagon-R,"2011",13,"140,000 km",Manual,second,Petrol,Nov-24,47750000
Hyundai,i20,"2010",14,"92,000 km",Manual,second,Diesel,Oct-24,51570000
BMW,X7,"2024",0,"10,000 km",Automatic,first,Petrol,Nov-24,2578500096
BMW,"5 Series","2018",6,"64,000 km",Automatic,second,Petrol,Nov-24,620750016
Volkswagen,Polo,"2019",5,"63,000 km",Automatic,first,Petrol,Nov-24,170944992
Nissan,Terrano,"2017",7,"84,000 km",Automatic,second,Diesel,Nov-24,144204992
Mini,Cooper Countryman,"2015",9,"72,000 km",Automatic,second,Petrol,Nov-24,281724992
Mercedes-Benz,C-Class,"2011",13,"75,000 km",Automatic,second,Diesel,Nov-24,151844992
Ford,Figo,"2011",13,"115,000 km",Manual,second,Diesel,Nov-24,42975000
Toyota,Etios,"2017",7,"170,000 km",Manual,first,Diesel,Nov-24,90725000
Honda,Amaze,"2019",5,"44,000 km",Manual,first,Petrol,Nov-24,105050000
BMW,"5 Series","2018",6,"52,000 km",Automatic,second,Diesel,Oct-24,735350016
Hyundai,Alcazar,"2021",3,"58,000 km",Automatic,first,Diesel,Nov-24,379135008
MG,Hector,"2019",5,"72,000 km",Automatic,first,Petrol,Nov-24,195775008
Mercedes-Benz,GLA,"2019",5,"51,000 km",Automatic,second,Petrol,Oct-24,466040000
Volvo,S60 Cross Country,"2016",8,"56,000 km",Automatic,second,Diesel,Nov-24,329475008
Maruti Suzuki,Swift-Dzire,"2011",13,"70,000 km",Manual,second,Petrol,Nov-24,31897000
Hyundai,Creta,"2018",6,"23,000 km",Automatic,first,Petrol,Nov-24,188156208
Hyundai,Verna,"2013",11,"103,000 km",Manual,second,Petrol,Nov-24,61120000
BMW,"5 Series","2016",8,"47,000 km",Automatic,second,Diesel,Nov-24,477500000
Maruti Suzuki,Swift,"2013",11,"135,600 km",Manual,second,Diesel,Oct-24,81175000
Tata,Nexon,"2019",5,"49,000 km",Manual,first,Petrol,Nov-24,124150000
Chevrolet,OptraSRV,"2006",18,"117,000 km",Automatic,second,Petrol,Nov-24,27695000
Skoda,Superb,"2015",9,"48,500 km",Automatic,second,Petrol,Nov-24,135800992
Hyundai,i10,"2012",12,"54,699 km",Manual,second,Petrol,Nov-24,38009000
Volkswagen,Polo,"2015",9,"46,000 km",Manual,first,Petrol,Nov-24,90725000
Mahindra,Scorpio,"2019",5,"85,000 km",Manual,second,Diesel,Oct-24,242570000
Hyundai,Fluidic Verna,"2024",0,"170,000 km",Automatic,second,Diesel,Nov-24,773550016
Ford,Ecosport,"2021",3,"75,000 km",Manual,first,Diesel,Nov-24,165215008
Toyota,Innova Crysta,"2020",4,"61,000 km",Automatic,second,Diesel,Nov-24,396324992
Toyota,Fortuner,"2021",3,"78,000 km",Automatic,first,Diesel,Nov-24,697340992
BMW,"3 Series GT","2017",7,"95000.0 km",Automatic,first,Diesel,Nov-24,353350016
Toyota,Innova Crysta,"2019",5,"70,000 km",Automatic,first,Diesel,Nov-24,323744992
Toyota,Innova Crysta,"2021",3,"67,000 km",Automatic,first,Diesel,Nov-24,358124992
Hyundai,Eon,"2012",12,"42,000 km",Manual,second,Petrol,Nov-24,41065000
Mahindra,Marazzo,"2019",5,"110,000 km",Manual,first,Diesel,Nov-24,89770000
Maruti Suzuki,Omni,"2015",9,"80,000 km",Manual,second,Petrol,Nov-24,48705000
Maruti Suzuki,Wagon-R,"2019",5,"25,000 km",Automatic,second,Petrol,Nov-24,100275000
Skoda,Laura,"2009",15,"108,000 km",Manual,second,Diesel,Nov-24,37818000
Maruti Suzuki,Wagon-R,"2004",20,"85,000 km",Manual,second,Petrol,Nov-24,19482000
Volkswagen,VentoTest,"2012",12,"73,000 km",Automatic,second,Petrol,Nov-24,85950000
Mercedes-Benz,E-Class,"2013",11,"80,500 km",Automatic,second,Diesel,Nov-24,248300000
Mahindra,Bolero,"2017",7,"69,000 km",Automatic,second,Diesel,Nov-24,148980000
Mahindra,XUV500,"2019",5,"25,000 km",Manual,first,Diesel,Oct-24,319924992
Hyundai,Creta,"2022",2,"42,000 km",Manual,first,Diesel,Nov-24,265490000
Hyundai,Creta,"2019",5,"47000.0 km",Automatic,second,Diesel,Nov-24,237795008
Hyundai,Aura,"2021",3,"25,000 km",Manual,second,Petrol,Nov-24,109825000
Hyundai,i20,"2018",6,"38,900 km",Manual,first,Petrol,Nov-24,94545000
BMW,"7 Series","2018",6,"33700.0 km",Automatic,first,Petrol,Nov-24,1336999936
Volkswagen,Polo,"2015",9,"125,000 km",Manual,first,Diesel,Nov-24,124150000
Toyota,Urban Cruiser Hyryder,"2023",1,"8,000 km",Automatic,first,Petrol,Nov-24,360990016
Maruti Suzuki,Grand Vitara,"2024",0,"1,600 km",Manual,first,Petrol,Nov-24,257850000
Hyundai,Verna,"2014",10,"86,123 km",Manual,second,Diesel,Nov-24,75445000
Volkswagen,Polo,"2013",11,"61,000 km",Automatic,first,Petrol,Nov-24,77355000
Maruti Suzuki,maruti-suzuki-brezza,"2017",7,"78,000 km",Manual,second,Diesel,Nov-24,150890000
BMW,"3 Series","2013",11,"57,000 km",Automatic,first,Diesel,Nov-24,229200000
Hyundai,i20,"2011",13,"85000.0 km",Manual,second,Petrol,Nov-24,36290000
Tata,Safari Storme,"2014",10,"180,000 km",Manual,first,Diesel,Oct-24,66850000
Honda,City ZX,"2020",4,"27,000 km",Manual,first,Petrol,Nov-24,219650000
Maruti Suzuki,Ertiga,"2022",2,"22,000 km",Manual,second,Petrol,Nov-24,183360000
Hyundai,i20 Active,"2015",9,"62,000 km",Manual,second,Diesel,Nov-24,66850000
Toyota,Fortuner,"2024",0,"24,000 km",Manual,first,Diesel,Nov-24,869049984
Toyota,Innova,"2012",12,"150,000 km",Manual,second,Diesel,Nov-24,97410000
BMW,X1,"2017",7,"56,000 km",Automatic,second,Diesel,Sep-24,515700000
Maruti Suzuki,S-Cross,"2019",5,"169,700 km",Manual,first,Diesel,Nov-24,146115008
Toyota,Fortuner,"2016",8,"176000.0 km",Manual,second,Diesel,Nov-24,315150016
Maruti Suzuki,Celerio,"2022",2,"20,000 km",Automatic,first,Diesel,Nov-24,119375000
Toyota,Innova,"2012",12,"250,000 km",Manual,second,Diesel,Nov-24,152799808
Maruti Suzuki,Zen-Estilo,"2008",16,"0",Automatic,second,Petrol,Nov-24,34380000
Honda,Jazz,"2015",9,"114,000 km",Manual,second,Diesel,Nov-24,99320000
Hyundai,Xcent,"2015",9,"114,000 km",Manual,first,Diesel,Nov-24,76400000
Renault,Duster,"2017",7,"80000.0 km",Manual,second,Diesel,Nov-24,119375000
Honda,Civic,"2007",17,"103,000 km",Automatic,second,Petrol,Nov-24,55390000
Tata,Tiago,"2018",6,"52,000 km",Automatic,first,Petrol,Nov-24,94545000
Toyota,Urban Cruiser Hyryder,"2023",1,"24,000 km",Automatic,first,Petrol,Nov-24,361944992
Maruti Suzuki,Eeco,"2021",3,"19,000 km",Automatic,second,Petrol,Nov-24,76400000
Hyundai,Verna,"2020",4,"95,000 km",Manual,first,Diesel,Nov-24,191000000
Toyota,Innova,"2014",10,"111,000 km",Manual,second,Diesel,Nov-24,190044992
Maruti Suzuki,Wagon-R-1-0,"2016",8,"59,000 km",Automatic,first,Petrol,Oct-24,79265000
Audi,Q3,"2015",9,"110000.0 km",Automatic,first,Diesel,Nov-24,315150016
Audi,Q7,"2014",10,"45,000 km",Automatic,second,Diesel,Nov-24,229200000
Kia,Sonet,"2020",4,"47,000 km",Automatic,first,Petrol,Nov-24,222515008
Jeep,Compass,"2019",5,"52,000 km",Automatic,second,Petrol,Nov-24,248300000
Toyota,Fortuner,"2017",7,"112,000 km",Automatic,first,Diesel,Nov-24,429750016
Volkswagen,Ameo,"2018",6,"52,000 km",Manual,second,Petrol,Jun-24,114600000
Mahindra,Scorpio-N,"2023",1,"20000.0 km",Automatic,first,Diesel,Nov-24,487049984
Maruti Suzuki,Baleno,"2016",8,"45,000 km",Manual,second,Petrol,Nov-24,104095000
Tata,Harrier,"2019",5,"48,000 km",Manual,first,Diesel,Oct-24,199595008
Chevrolet,Spark,"2009",15,"99,999 km",Automatic,second,Petrol,Nov-24,13370000
Audi,A6,"2011",13,"51,000 km",Automatic,second,Petrol,Nov-24,257850000
Mahindra,Bolero,"2015",9,"92,000 km",Manual,second,Diesel,Nov-24,79265000
Maruti Suzuki,Vitara-Brezza,"2019",5,"78,000 km",Manual,first,Diesel,Nov-24,178584992
Tata,Nano,"2009",15,"23,000 km",Manual,second,Petrol,Nov-24,11460000
Mercedes-Benz,M-Class,"2015",9,"75,000 km",Automatic,first,Diesel,Nov-24,467950016
Hyundai,Creta,"2019",5,"21,000 km",Manual,first,Petrol,Nov-24,166170000
Hyundai,Grand i10,"2016",8,"170,000 km",Manual,second,Diesel,Nov-24,78310000
Audi,Q7,"2018",6,"69,000 km",Automatic,second,Diesel,Nov-24,926350016
MG,Hector,"2021",3,"39,652 km",Manual,first,Diesel,Nov-24,249255008
Tata,Nexon,"2022",2,"13,000 km",Manual,first,Petrol,Sep-24,171708992
Maruti Suzuki,Alto-800,"2023",1,"6,200 km",Manual,first,Petrol,Nov-24,76400000
Toyota,Fortuner,"2019",5,"180,000 km",Manual,first,Diesel,Nov-24,569180032
Ford,Endeavour,"2017",7,"87,000 km",Automatic,second,Diesel,Nov-24,305600000
BMW,"5 Series","2019",5,"25,000 km",Automatic,second,Diesel,Nov-24,1136450048
Audi,Q7,"2014",10,"45,000 km",Automatic,second,Diesel,Nov-24,229200000
Audi,A3,"2015",9,"42,000 km",Automatic,second,Diesel,Nov-24,200550000
Mahindra,XUV 300,"2019",5,"40,000 km",Manual,first,Diesel,Oct-24,195775008
Tata,Indigo Ecs,"2014",10,"112,000 km",Automatic,second,Diesel,Nov-24,19100000
Maruti Suzuki,Baleno,"2018",6,"65,000 km",Manual,second,Petrol,Nov-24,100275000
Maruti Suzuki,Swift-Dzire,"2018",6,"45,617 km",Automatic,first,Petrol,Nov-24,138475008
Mercedes-Benz,E-Class,"2014",10,"75,000 km",Automatic,second,Diesel,Nov-24,223279008
Nissan,Terrano,"2014",10,"95000.0 km",Manual,second,Diesel,Nov-24,85950000
Maruti Suzuki,Swift-Dzire,"2010",14,"165,000 km",Manual,first,Diesel,Nov-24,51570000
Maruti Suzuki,Celerio,"2014",10,"37000.0 km",Automatic,second,Petrol,Jul-24,64367000
MG,Hector Plus,"2023",1,"27,000 km",Automatic,first,Petrol,Nov-24,348575008
Honda,CRV,"2015",9,"90,000 km",Automatic,second,Petrol,Nov-24,151844992
Renault,Triber,"2019",5,"43000.0 km",Manual,first,Petrol,Nov-24,107915000
Maruti Suzuki,Eeco,"2013",11,"27,000 km",Manual,second,Petrol,Nov-24,57109000
Maruti Suzuki,Ertiga,"2015",9,"110000.0 km",Manual,first,Diesel,Nov-24,127015000
Honda,Brio,"2015",9,"36,000 km",Automatic,second,Petrol,Nov-24,71625000
BMW,"3 Series","2011",13,"39,000 km",Automatic,second,Diesel,Nov-24,248300000
Volkswagen,Polo,"2019",5,"15,000 km",Manual,first,Petrol,Nov-24,109825000
Hyundai,Venue,"2021",3,"28,000 km",Manual,first,Diesel,Nov-24,200550000
Toyota,Fortuner,"2011",13,"125,000 km",Manual,second,Diesel,Nov-24,124150000
Maruti Suzuki,Jimny,"2024",0,"11,000 km",Automatic,first,Petrol,Nov-24,227290000
Land Rover,Range Rover Velar,"2020",4,"46,000 km",Automatic,second,Petrol,Sep-24,1432499968
Hyundai,Creta,"2019",5,"68000.0 km",Automatic,second,Petrol,Nov-24,224424992
Maruti Suzuki,Grand Vitara,"2024",0,"1,600 km",Manual,first,Petrol,Nov-24,257850000
Chevrolet,Trailblazer,"2015",9,"116,000 km",Automatic,second,Diesel,Oct-24,129880000
Mahindra,Quanto,"2013",11,"75,000 km",Manual,first,Diesel,Nov-24,48705000
Land Rover,Range Rover Sport,"2022",2,"28,400 km",Automatic,first,Petrol,Nov-24,2234700032
Honda,Amaze,"2013",11,"110,000 km",Manual,first,Petrol,Nov-24,66849808
Hyundai,EON,"2014",10,"60,000 km",Manual,second,Petrol,Nov-24,52525000
Ford,Endeavour,"2021",3,"59,000 km",Automatic,first,Diesel,Oct-24,630300032
Maruti Suzuki,Brezza,"2022",2,"33,000 km",Automatic,first,Petrol,Nov-24,169990000
Mahindra,Scorpio,"2015",9,"90,000 km",Manual,second,Diesel,Nov-24,162350000
Hyundai,New i20,"2023",1,"7,200 km",Manual,first,Petrol,Oct-24,171900000
BMW,X3,"2019",5,"80,000 km",Automatic,second,Diesel,Nov-24,525249984
Tata,Sumo Victa,"2011",13,"285,000 km",Automatic,second,Diesel,Nov-24,53480000
Mercedes-Benz,C-Class,"2020",4,"29,000 km",Automatic,first,Diesel,Nov-24,487049984
Maruti Suzuki,Alto K10,"2017",7,"27000.0 km",Automatic,second,Petrol,Nov-24,72580000
